review,recommendationid,playtime_forever,timestamp_created,votes_up,votes_funny,steam_purchase,received_for_free
good!,132965405,7132,1676551949,0,0,True,False
"밸런스랑 맵, 몹 디자인은 아쉬운 부분이 없지않아 있지만 매판 조합 맞추는 재미랑 딜 넣는 재미가 상당함 가격대비 플레이타임도 뽑기 좋고 상당히 수작인 게임",132964686,13132,1676550967,0,0,True,False
"개추
",132962738,615,1676548330,0,0,True,False
컨트롤보다 운빨이 더 중요한 게임,132955295,15654,1676536038,0,0,True,False
"확장판 엔딩까지 2주동안 정신없이 달렸네요 ㅋㅋ
재미있는 게임이라는 것은 확실하지만, 고단계로 올라갈수록 스트레스를 너무 주는것 같아요...

10단계를 최초로 클리어한 이후로 다시 10단계를 도전할 만한 유인이 없는게 아쉬었어요.
최초 클리어 이후 막간에서 이루어지는 대화를 달리해서 설정을 조금더 푸는것도 좋을것 같고,
고단계에서 검은 마석 획득량을 늘려주는 방향으로 업데이트 하는 것도 좋을것 같아요.

근 1년간 했던 게임들 중에서 가장 재미있게 플레이 했어요. 강추합니다!!!",132953221,6200,1676532067,0,0,True,False
"지속적으로 업데이트 해주는 신기한 국산 인디겜~
처음나왔을때보다 난이도면에서도 좋아졌고 해골 + 아이템 종류도 많아져서 정말 재밌습니다
다만.. 에이징커브는 이길수없다... 안그래도 똥손인데.. 겹으로 똥이 되어버렸다... Fxxx My hand...holy...",132912988,4089,1676486666,0,0,True,False
욕나오는 운빨게임,132895887,8635,1676467909,0,0,True,False
재밌어요,132889280,1556,1676459324,0,0,True,False
"억까와 운이 심하지만 난 운이좋아서 추천함
",132884006,10365,1676450837,0,0,True,False
"쓰껄하게 즐기는 중 ♪(´▽｀)

  ─ ─ ─ ─ ─ ─ ─ 
┤스컬이 귀여움├ 
  ─ ─ ─ ─ ─ ─ ─",132871442,1472,1676428810,0,0,True,False
개꿀잼,132870546,5886,1676427428,0,0,True,False
굉장히 잘 만들었고 최근 검을 거울로 초보들에게는 여전히 기존의 스컬을 즐길수 있고 고인물들에게는 새로운 컨텐츠를 주어 양쪽 모두를 만족 시켰다고 생각한다,132869949,10482,1676426533,0,0,True,False
인생겜.....,132856459,19570,1676408677,0,0,True,False
절반이 운빨이라던 새끼나와 넌 절반이 90%냐?,132834191,3547,1676384847,0,0,True,False
몬스터가 히어로를 개패는 게임,132832661,1315,1676382973,0,0,True,False
다 좋은데 초대용사 따라하는 색히 조금만 너프해줘요,132822073,22331,1676366565,0,0,True,False
로그라이크 형식 게임을 좋아한다면 강력 추천,132818509,21396,1676359714,0,0,True,False
"세계는 두걔의 세계가 있다
하나는 내가 용사를 쓰러트리는세계
하나는 용사가 나를 쓰러트리는 세계",132815811,3581,1676354264,0,0,True,False
충분히 잘 만든 게임,132810050,13444,1676343741,0,0,True,False
"재미있습니다
",132774498,7410,1676296724,0,0,True,False
닌텐도 포함 200시간 하니까 좀 지겹다 이제. 더는 실행 안하게됨. 근ㄷ ㅔ200시간이면 뭐 충분히 했지 스컬 그동안 즐거웠어,132773691,6732,1676295634,0,0,True,False
"어려우라고 만든 게임보고 어렵다고 비추 주는 내 모습이 내가 봐도 웃기긴 한데 적어도 한번 깬 보스는 할나 만신전처럼 패턴이라도 볼 수 있게끔 훈련장이라도 만들어 놨다면 좋았을 것
후반 갈수록 내 아이템과 스킬에서 나오는 이펙트로 지랄오도방구가 쏟아져서 화면을 가리다보니 보스 패턴 보면서 침착하게 대응하는게 힘들다",132768379,848,1676287865,0,0,True,False
"관리자님 갑작스럽게 죄송하지만 피시방에서 하는 과정중에 하드모드6단계까지 깻지만 초기화 되었습니다. 복구 부탁드립니다. 10단계까지 깨야합니다 ㅠㅠ
",132767679,13233,1676286709,0,0,True,False
꿀잼,132766515,7361,1676284683,0,0,True,False
굿,132762979,6740,1676278188,0,0,True,False
GOOD,132761376,2746,1676275074,0,0,True,False
재밌네요,132758814,14353,1676269877,1,0,True,False
"지금... 4고대의힘의 정수뎀증폭이 무한중첩되서 뭔 10만이라던가 100만도 가짐.
이거 맞나? 싶다가도 거울10단계 용사에서 몇번 죽고나니까 에ㅏ라 이거나 맞아봐라해서 깼음.
",132716720,10030,1676218383,0,0,True,False
빙하미라는 신이다,132709524,8418,1676212216,0,0,True,False
"그냥 할만해서 재밋어
",132708187,10533,1676211036,0,0,True,False
"창으로 어찌 어찌 아이템 잘떠서 클리어 하긴 했지만...
로그라이크류의 게임과 하드코어한 게임을 좋아하는 유저가 아닌 가볍게 진입하려는 
사람들에게는 비추입니다.",132707991,4724,1676210850,0,0,True,False
난이도 조정좀,132704779,6723,1676207880,0,0,True,False
재미있다 근데 마족사냥꾼이랑 슬라임 어떤 새끼가 설계했냐?,132703529,9558,1676206725,33,9,True,False
타격감 지림 키 커스텀이 있어서 좋음,132701877,3296,1676205114,0,0,True,False
재밌어오,132699538,17780,1676202801,0,0,True,False
재밌네요,132694971,12391,1676197552,0,0,True,False
와 샌즈! 좋아보이면 너프먹습니다.,132645802,13266,1676141716,0,0,True,False
"난 도트와 액션을 좋아해서 할인할 때 사서 재밌게 했다. 타격감이 매우 좋다. 하지만 이런 게임답게 난이도가 좀 있는 편이다. 다른 문제점은 게임을 오래하지 않아서 모르겠지만, 일단 적의 공격을 피하거나 받아내는 수단이 대쉬 말고는 제한적인 것치고는 대쉬의 판정이 믿음직스럽지가 않고 눈에 보이지 않는 쿨타임이 존재해서 회피하기가 쉽지 않다. 그리고 그것과 적이 무슨 행동을 하는지 보기 어려운 것이 겹쳐 어려운 난이도를 만든다.",132632398,860,1676131503,0,0,True,False
"검은거울패치전 - 이 수많은 랜덤억까를 니가 버틸수있을까?

검은거울패치후 - 근데 억까를 줄여준다고 니가 깰수있을까?ㅋㅋㅋ",132632337,7534,1676131451,0,0,True,False
초반에 노잼 폐사 구간만 지나면 재밌어요,132624189,420,1676125267,0,0,True,False
아버님 피흡은 에바자나요,132619453,9210,1676121534,0,0,True,False
"시간 떄우기 갑
",132617761,7461,1676120124,0,0,True,False
"온라인, 멀티 게임도 아니고 '싱글' 게임인데 너프?
너무 사기다. 게임의 재미나 컨텐츠 소모를 가속 한다면 그럴 수 있다.
하지만 정말 그정도로 사기인가? 이해는 안되지만 그럴 수 있다고 치자.
그렇다면 반대로 안 좋다고 생각되는 아이템들의 버프는 잘 이루어지고 있는가?

흉조 아이템 각인 버프는 좋았다고 생각한다.
하지만 흉조 아이템의 근본적인 문제는 저 정도 스팩의 아이템을 저 디버프를 가지고 해야한다고?
흉조 아이템만 20개가 있는데 그 중에 쓰는 것만 쓰게된다.
3개 이상 모이면 피격시 사망...
정말 말 그대로 저 정도 스팩의 아이템을 저 디버프를 가지고 해야한다고?
차라리 모일 수록 데미지 증가분을( +50 +100 +200 ) 올린다거나,
체력을 계속해서 반절을 친다던가 그랬으면 좀 더 사용하지 않았을까?
기껏 아이템을 저렇게 만들어두고 쓸 곳이 분해해서 약간의 돈을 더 받는 거 자체가 좀 아깝다고 생각한다.

그리고 솔직하게 진지하게 게임 하면 흉조 안 먹는다.
낭만이나 재미 찾을때나 먹지



그림리퍼, 훈장 보관함, 봉인된 검, 전승자의 돌 이런 건 초반에 나와야 좋은건데
유니크에 레전드리라 잘 뜨지도 않을 뿐더러 후반 가서야 나온다.
개인적인 생각으로는 얘네 랭크를 하나씩 다 낮추던가 해야하지 않나 싶다.

특히나 그림리퍼는 초반에 나와야 하고 스킬도 무적기 나와야 쓸만하다고 생각하는데
왜냐하면 공격 모션이 길어 공격하다가 쳐맞는 일이 부지기수다.

운에 거의 모든 걸 맡기다 보니
2번째 스테이지 중간이나 3번째 스테이지에서 새 게임 하는 경우가 자주 나온다.
아이템이 별로거나 스컬이 별로면 잡몹 처리도 힘들고 잡는 시간도 길어져 게임 피로도가 확 늘어나기 때문이다.
이때 새 게임 누른 뒤 꺼버리고 다른 게임 하러 간다.

특히 너프를 했다고 해도 3스테이지 궁극체 골렘은 오래걸려서 잡기 싫어진다.
패턴도 그리 어렵지 않아서 안 맞고 잡을 수야 있지만, 아이템이나 스컬이 별로면 잡는데 걸리는 시간이 너무나도 오래 걸린다.
정말 가장 큰 문제가 궁극체 골렘은 '잡몹'이다.
보스 몹이거나 용사들이면 그럴 수 있지 싶은데, 잡몹이 평소에 핵 보여주기 전엔 무적에 보여줘도 체력이 뒤지게 많아서 그 패턴을 몇 번이고 봐야한다?
이때부터 그냥 탄식이 절로 나온다.

""소환되기 전에 잡으면 해결이지 않냐"" 이렇게 말할 수도 있는데
가끔 맵에 그냥 스폰되는 경우도 있고 벽 너머로 정령이나 이이템이 때려서 소환이 시작되는 경우도 있다.
특히 처음 시작할때 낙하 하면서 시작하고 벽 너머 2층에 소환하는 애들 보이고 1층에 단두대 좀 설치되어 있고 폭탄 쌓여있는 맵.

좋은게 많으면 이번에 이거 해봤으니까 다음엔 뭐 해볼까? 다음엔 이런 빌드로 해봐야지 하는 생각이 드는데, 그런 생각이 안 들게 단점들이 크다 보니까 아예 안 쓰게 되는게 너무 많다.


모처럼 잘 된 한국 인디게임이고 나도 재미있게 즐겼고 앞으로도 잘 되면 좋겠지만, 패치하는 걸 보면 얘네는 대체 뭘 하고 싶은거지? 온라인 게임이 만들고 싶었던 건가? 싶은 생각만이 드네요.

마지막으로 저는 10단계까지 다 깨고 하는 말입니다.",132599366,6361,1676101854,36,2,True,False
"친구에게!
",132597433,3419,1676099659,0,0,True,False
지금 검은거울 4단계 깨고 왔는데 솔직히 난이도는 씹창나도 재밌는 있음 내가 로그라이크를 좋아하는것도 있지만 솔직히 이정도 난이도도 하다보면 깰수 있음 솔직히 개꿀잼이다,132594620,5665,1676096474,0,0,True,False
로그라이크 재밌습니다,132592355,12827,1676093942,0,0,True,False
재미가 이써따 ..!,132587102,2963,1676088511,0,0,True,False
"용사가 악당을 물리친다는 클리셰를 뒤집은 뻔하지만 진부하지 않은 스토리를 가졌으며 아기자기한 도트 그래픽의 로그라이크 액션 게임, 검은 거울 출시 전 난이도는 그럭저럭 성취감 있는 게임 정도였지만 검은 거울 출시 이후 난이도가 조금 더 올라갔으며 7단계쯤 이후부터는 초반 1스테이지 피통이 많이 늘어나서 어느정도 운이 따라주지 않으면 중후반까지도 고행을 해가며 클리어해야 할 정도.

쓰이는 무기와 쓰이지 않는 무기, 좋은 스컬과 좋지 않은 스컬의 차이가 극명해서 보통은 템이 아주 잘 떠주는게 아니면 매일 하던 조합만 하게 된다는 문제점이 있지만 일반 스컬도 레전더리까지 업그레이드 할 수 있고, 아이템과 능력 등에 따라서 많은 빌드를 짜 볼 수 있다는 것이 또한 이 게임의 장점이다.

검은 거울 초대 용사 노피격 업적 클리어 했을 때부터 도전과제 작을 시작해 도전과제도 올클
로그라이크류 게임 중 이렇게 진득하게 재밌게 파본 게임은 처음이었다.
엔딩 이후 후속 업데이트에 대해 떡밥이 나왔었는데, 이후 추가 업데이트도 기대가 되는 부분이다.
아니면 후속작이라던가?

그리고 5동화 워터스컬 사기입니다",132580884,8608,1676082535,0,0,True,False
"산다면 추천합니다 굉장히 재미있게 플레이했어요
게임 컨트롤 방법도 간단하고 중간에 스토리도 있어서 재밌어요 아무 생각 없이 하다보면 시간도 훅훅 갑니다.
단점은 노말모드는 컨트롤로 그나마 할만한데 거울모드는 운이 좀 많이 따라줘야한다고 생각합니다. 운이 안 따라줘서 좀 화나는 상황이 좀 있어요;;;; 그리고 패치로 인해 더 어려워졌어요;; 
아무생각 없이 즐기고 싶고 로그라이크 게임을 좋아한다면 추천합니다만 컨트롤을 잘 못하시고 운이 중요한 게임을 싫어하신다면 할인할 때 사셔서 즐기시는게 좋을 수도....",132521703,3833,1676038782,1,0,True,False
스컬 나무 그냥 무시했는데 급성장으로 자매까지 다 줘팸,132519135,4022,1676035300,0,0,True,False
"게임에서 중요한 것 = 좋은 손
재밌긴 재밌네",132516164,3511,1676030657,0,0,True,False
1,132514049,27666,1676026818,0,0,True,False
재밌다,132513804,15027,1676026363,0,0,True,False
재밌음,132507287,2276,1676012783,0,0,True,False
"왜안함?
",132502437,11133,1676001689,0,0,True,False
과연 나는 언제 올 업적을 찍을 수 있을까...,132483873,15454,1675969115,0,0,True,False
언제 하든지 평타 이상은 치는 국밥같은 게임,132477225,5279,1675959367,0,0,True,False
한국 인디게임의 미래.,132469050,6601,1675947683,0,0,True,False
.,132468834,2059,1675947297,0,0,True,False
절대적인 호~~~!!!! 재밋음 조카몬도 재밋게함.,132465382,516,1675941312,0,0,True,False
대쉬 했잖아!!!!!!!!!!!!,132465043,13167,1675940585,0,0,True,False
"재미짐
",132462591,29907,1675935457,0,0,True,False
재밌음,132459035,10326,1675927427,0,0,True,False
"정말 갓겜이다
사후지원으로 무료 DLC 업데이트로  하드모드까지 내주고 
밸런스라던지 금방 패치 해줘서 좋아요 ㅎㅎㅎㅎ",132444216,10198,1675896981,0,0,True,False
"검은거울 전까지는 정말 흥미롭고 재밌다고 생각했다. 하지만 막보스잡고 첫 엔딩을 본 후 검은거울에 진입해서 꾸역꾸역 새로운 몬스터 적응하고 마지막 보스에 도달하였지만 말도 안되는 패턴과 피할 수 없는 패턴이 나온다. 피 할 수있으면 몰라도 피할수도 없는 흑화키리온은 도대체 어떻게 잡아야할까 맞을때 마다 데미지 12씩들어오는데 한번에  5~6대를 맞는다 깰 수가 없다 나같은 초보는 검은거울 전까지만 즐기고 다른게임으로 넘어가야 할것같다. 패턴을 익히는게 아니라 패턴이 안나오길 빌면서 플레이 하는게 너무 힘들었다. 마지막 스팩 7동화 ,까마귀군주, 레전더리 화염연금술사, 서클릿으로도 비비질 못했다 검은거울 0단계인데 막보를 너프를 하던가 해주세요. 그래도 검은거울 전까진 재밌었습니다.",132432949,3169,1675879720,0,0,True,False
개쩔ㅓ어,132422690,1261,1675865475,0,0,True,False
아주 재미있어요!,132417543,10260,1675857759,0,0,True,False
"밸런스 부분에서 미흡한점이 있지만 아주 만족스러운 로그라이크 게임.

하드모드 업데이트로 뽕맛이 더해져서 더 재밌어졌다.

다만 숙련자가 아닐시 불합리하다고 느낄수있는 난이도 이기도함.",132416893,5302,1675856567,0,0,True,False
시발 레전더리 내놔,132415954,2110,1675854894,0,0,True,False
와! 스컬 아시는구나! 참고로 겁 나 재 밌 습 니 다,132410992,7405,1675844581,0,0,True,False
이게 게임이냐? 이건 전설이다,132410784,11322,1675844056,0,0,True,False
아니 게임 초기화 실화인가 왜 전부 초기화가됫냐..,132408833,38662,1675839526,0,0,True,False
희망만 없는겜,132395663,10711,1675812436,0,0,True,False
굿굿,132380802,718,1675790882,0,0,True,False
굿,132376655,12467,1675785265,0,0,True,False
와! 샌즈!,132363770,1934,1675766139,0,0,True,False
d,132358176,11065,1675754925,0,0,True,False
재밌습니다,132351209,3096,1675740333,0,0,True,False
좋은겜,132322398,24202,1675695846,0,0,True,False
그냥 해봐.,132322248,11299,1675695646,0,0,True,False
tprtm,132321670,2695,1675694837,0,0,True,False
"멀티플레이만 추가해주세요.
기기가 다르든 기기 하나로 하든 제발 밀티 추가해주세요.
부탁해요",132319376,29259,1675691575,0,0,True,False
"검투사의 방패가 너무 많이 씹힙니다
",132317284,16194,1675688366,0,0,True,False
실력있으면 어찌저찌 깨는 게임이였지만 검은 거울 이후 운 없으면 죽었다 깨어나도 못깨는 게임이됨...8단계 운 너무 없어서 물리덱인데 공격력 400%+스킬 초기화 정수로 초대 용사 상대함...근데 진짜 딜 뒤지게 안들어감. 8분 동안 자강두천하다가 결국 죽음....600%만 됐어도 깼을텐데...,132314492,9721,1675683442,0,0,True,False
"30여시간 플레이하고 개인적으로 아쉬운 점들

1. 캐릭터가 발견하게 되는 아이템이 계속 랜덤이다
다른 로그라이트 게임 하데스, 뱀파이어 서바이벌, 브로타토를 해보면, 나오는 아이템들이 처음 플레이어의 선택에 어느 정도 영향을 받습니다.
하데스에서는 캐릭터를 축복해주는 신이 3~4종류로 제한되고,
뱀파이어 서바이벌에서는 무기/아이템 창이 꽉 차고부터 그 무기/아이템을 업그레이드하는 선택지 외에 다른 무기/아이템이 등장하지는 않으며,
브로타토에서는 이미 가지고 있는 무기와 같은 무기, 혹은 같은 카테고리에 속한 무기가 등장할 확률이 높아집니다.
이 세 게임은 각자의 방법으로 플레이어가 원하는 컨셉의 조합을 맞추고, 게임의 후반부에 가서 그 조합의 결과를 시원시원하게 맛볼 수 있도록 유도합니다.
내부적으로 코딩이 어떻게 되었는지는 알 수 없는 노릇이지만 적어도 제가 직접 플레이하면서 느끼기로는,
이 게임을 하면서 그런 통쾌한 후반을 보는 것이 굉장히 어려웠습니다.
물리 공격 트리를 주로 올리고 있었는데 계속 마법 데미지 업그레이드가 나오는가 하면, 독 데미지 트리를 올리고 있었는데 기절/화상/상처 관련 아이템들이 계속 나옵니다.
이런 요소가 게임의 난이도를 올려 승부욕을 자극하긴 했지만, 그보다는 게임 플레이 경험을 전반적으로 불쾌하게 한 것이 더 컸습니다.

2. 친절하지 않다
이 게임에서는 특정 각인이 붙어 있는 아이템을 여러개 모으면 부가적인 효과를 받을 수 있습니다.
정수 사용이나 교대 등의 기능도 있습니다.
하지만 플레이어가 눈치를 채기 전까지 게임에서 먼저 각각을 설명해주지 않습니다.
뿐만 아니라 빙결, 독, 화상, 상처, 출혈 등 몬스터에게 입힐 수 있는 여러가지 상태이상이 있는데,
각각이 정확히 어떤 효과를 주는 것인지 알려주지 않습니다.
튜토리얼에서도 안 알려주고, 오버레이 UI가 뜨지도 않으며, 도움말이나 용어집을 게임 내에서 찾아볼 수도 없습니다.

3. 스토리와 게임의 유기성이 부족하다.
설정된 스토리라인과 게임이 서로 유기적이지 않아, 새로운 맵을 들어갈 때마다 상당히 긴 나레이션을 들으며 스토리를 따로 봐야합니다.
게임을 하면서 자연스럽게 한 줄 한 줄 스토리를 알아간다기보다는 하나의 맵을 통과할 때마다 하나의 챕터가 뭉터기로 주어지니 몰입이 잘 되지 않고, 오히려 게임과 전혀 별개의 것으로 느껴지게 됩니다.
그 스토리마저도 유치하고 작위적인 데가 있어 나중에는 그냥 스토리를 넘기고 싶어집니다.",132313718,2132,1675681983,2,0,True,False
검은거울10단계꺳는데도저이버그를써도재미가없어서검은거울15단계까지는아니11단계도좋으니까검은거울없데잍트부탁드려요,132308998,10283,1675672474,0,0,True,False
"스컬 그저 운 또한 자신의 실력이다 라는것을 알려주는 게임 초반부터 잘풀린다면 그판은 매우
쉽게 진행이 된다만은 그러하지 않이하는 판은 그것만한 억까가 없는게임 그러나 그것이 
내가 이게임을 하는 이유 쉽다 재밌다 이번 검은거울보다 어려운 것이 나와주리라 믿고 있겠읍니다",132300914,16795,1675655415,0,0,True,False
f,132300637,19270,1675654950,0,0,True,False
"금손이라 노답이다.
인공지능의 피지컬을 따라갈 수가 없다.",132295507,328,1675646077,0,0,True,False
그냥 잼슴,132268030,2290,1675613243,0,0,True,False
누가 뭐라하던 난 재밌었다,132259978,25646,1675605463,0,0,True,False
good,132249468,28175,1675593141,0,0,True,False
ㅄ 엄마없는 게임 하지마세요 이메일 바꿔도 계정 날라감 애미 없는 제작자,132244212,2341,1675585863,2,0,True,False
인생 갓겜,132242093,2720,1675582577,0,0,True,False
검은거울 존잼,132242019,10373,1675582456,0,0,True,False
존잼,132240012,414,1675579086,0,0,True,False
와!샌즈아시는구나!존나쎕니다,132239630,3300,1675578518,0,0,True,False
이게 뭐라고 80 시간을 박았을까,132234327,9022,1675570259,0,0,True,False
happy,132228119,957,1675561117,0,0,True,False
"검은 거울에서 부조리한 요소를 너무 과하게 해놨음 몹 패턴 자체와 공략법을 알고 있는데도 
이런게 너무 여러마리가 나오거나 배치가 괴랄하게 나올 시에 도저히 피할 방법이 없이 나오는게 있음
컨이 아무리 신컨이어도 템이 잘 안나오면 강제로 넘어 갈 수 없는 경우가 생기고 
이는 빌드업이 오래 걸리는 해골같은 경우는 훨씬 심함 나만 이런가 싶어서 게임 방송에서 
어떻게 하고 있나 보고 있으니 나와 같은 생각을 하는 경우가 많고 게임을 껐다 켜서 스테이지를 초기화 해서
몹 패턴이 운좋게 나올때 까지 리세마라 하는 경우도 봤음 이런 요소가 가끔가다 한 번 나오면 모를까 
한 맵 깨고 넘어가고 할 때 마다 이런 식이니 결국 끝까지 클리어 했음에도 뭔가 어려운걸 해냈다라는 쾌감보다 
불쾌감만 남아있게 됨 검은 거울 전에 리뷰를 달았다면 압도적 긍정을 줄 수 있었으나 현재는 각인, 해골뽑기 등등 
긍정적 요소가 있었음에도 압도적 부정으로 주고 싶음",132215298,23662,1675544726,4,0,True,False
"아기자기한 스컬을 수집하는 요소와 진화 시스템도 있어서 정말 하는맛이 나는 게임입니다.
해골머리 하나하나가 정말 개성이 넘쳤고 재니있네용!!",132195513,3209,1675524923,0,0,True,False
한국 게임중에 단연코 1위라고 할 수 있읍니다!!!,132190837,6648,1675520344,0,0,True,False
밸런스문제가 없는건 아니나 계속 고치고있고 잘만든 게임이니 로그라이크게임을 좋아하면 강추,132188048,79543,1675517429,0,0,True,False
So funny,132184811,1932,1675513685,0,0,True,False
체력 좀,132179941,9375,1675507306,5,0,True,False
"하면 할수록 다양해지고 강력해지는 아이템, 스킬, 스컬의 종류가 사람을 운빨에 매료시키는 게임
근데 너무 재미있어서 못 멈추는 중,,",132177788,4350,1675504381,0,0,True,False
"검은거울 정말 재미있는데,, 높은단계 마석수급량좀 늘려줘요 ㅜ
10단계 할때마다 클리어기준 2000개씩 마석이 빠져요
",132176639,20015,1675502665,0,0,True,False
졸라 재밌다 하면 시간순삭 운빨망겜,132171810,5173,1675495075,0,0,True,False
재미가 있다 이말이에요,132161616,11981,1675479203,0,0,True,False
아들좀 그만죽여요 제발....,132124216,1131,1675431364,0,0,True,False
재밌어요!!,132111849,3504,1675412898,0,0,True,False
재밌음,132109104,3025,1675407954,0,0,True,False
즐겁다,132108267,50715,1675406397,0,0,True,False
아니 존나 재미없음 비추천 저는 많이 불호입니다,132104764,2537,1675400161,0,0,True,False
굿,132102685,14585,1675396734,0,0,True,False
"TLQKF WHTRKXDMS 게임 난이도를  TLQKF 지랄맞게 처 해놨냐
",132098809,1884,1675390654,0,0,True,False
컨트롤러로하면 2배로 재밌음 진짜 개갓겜 근데 난이도는 딱히 모르겠는데 살짝 후반갈수록 어지러움,132098110,702,1675389543,0,0,True,False
이 겜 되게 쉽고 재밌어오 할거 없으면 사보새오,132089010,7260,1675376101,0,0,True,False
재밌다,132065011,8102,1675347779,0,0,True,False
재미있다,132063810,6728,1675346509,0,0,True,False
스컬은 신입니다. 스컬 짱!!,132063268,46102,1675345926,0,0,True,False
준내 잼있다,132057682,3916,1675338631,0,0,True,False
간단하게 한 판씩 하기에 너무 좋은 것 같아요 여러가지 아이템을 통해 조합을 만드는 재미가 좋은 것 같습니다.,132052110,5780,1675329442,0,0,True,False
"국산갓겜입니다
무료 DLC까지! 추천을 안할수 없네요
정말 재밌습니다",132048987,3774,1675323884,0,0,True,False
굿,132042303,3244,1675311883,0,0,True,False
"원래 이런 로그라이크 게임 어렵다고 느껴서 원래 잘 안하는 편이었는데 이 게임은 생각보다 쉽고 정말 재밌게 하고있습니다. 스컬 진짜 재밌습니다 어느덧 180시간이 다되가도록 했네요;; 진짜 재밌습니다 개추~











































운빨개망겜",132039701,12458,1675307816,0,0,True,True
"몬스터는 개 븅신 같은것만 개 좉같게 배치 해서 어떻게든 피통 깎아내고
그냥 운빨로 템조합 스컬조합 좋으면 스테이지 멀리 깨는걸로 게임 재미내려고 하는거같은데
10판중에 스컬 잘나오고 템잘나오는건 1판 정도지 나머지는 꼬이거나 병신되거나 스테이지 좆같이 나오고 개지랄 이 이런 개지랄 이없음 클리어 한번하고는 할 이유가 없을정도로 흥미로운것도 더 이상 없고 레벨링 개판에 그냥 어렵게,불쾌하게 마석 노가다만 존나게하고 할 거 없어 검은거울 들어가서 반복으로 어렵고 불쾌하고 좆같은걸 10번 클리어 시키는게 말이되나 싶음",132023394,2378,1675283666,0,0,True,False
최소 100시간은 안질릴 게임,132001287,8838,1675257750,0,0,True,False
재밌다,131987245,5476,1675235708,0,0,True,False
개쉽네 ㅋ,131985460,6876,1675232419,0,0,True,False
미라 연사빠른 무기 썻을때 평타 끊기는버그 생김,131985357,23577,1675232249,0,0,True,False
에미시팔진짜;; 블랙미러 밸런스 잡은거 맞냐??? 씨발진짜 게임 좆같아졌네 베타때 고치라는거 안고치고 그냥 좆같이 만들면 되는줄아나보네 밸런스좀 제대로 맞춰라,131983894,17386,1675229621,0,0,True,False
속도감과 손맛 있는 전투와 로그라이크 특유의 뽕맛,131949988,1180,1675182504,0,0,True,False
검은거울 4단계 이상부터 나오는 1챕터 초록나무 상위호환 새끼부터 겜이 좃같아짐 웨어울프로 강화 레이아나 상대시 위에서 번개 떨어지는거 무조건 맞을 수 밖에 없음 무모한 태세 끼고도 채력 30이 그냥 담 설계자 대가리를 부셔버리고 싶음,131946441,35779,1675178436,0,1,True,False
"게임이 어렵다고 생각하시나요?
블랙미러 어렵다고 생각하시나요?
원하는 템이 안나온다고 생각하시나요?
다 핑계에요 이게임은 운빨게임이아니라 시간을 갈아넣으면 깨는 노력형 게임입니다.
상대 공격패턴 다외우고 싸우면 쉬워요
블랙미러 10단계 클 기념 리뷰입니다.",131929461,23116,1675156026,1,0,True,False
"검은거울추가후 조금더재미있어요
그전도좋았지만",131925001,28407,1675147842,0,0,True,False
굿,131922393,20423,1675143129,0,0,True,False
<드디어 찾았다>,131918330,5151,1675136329,0,0,True,False
"제작사 이병신새끼들은 다크소울처럼 '납득가능한 어려움'이 아니라
그냥 피뻥, 다중패턴, 데미지 이딴개좆같은걸로 올려놓으면서 지들이 듣고싶은평은
'아무나 못깨는 게임' 이 개좆같은 수식어를 달고싶어하는거같음
아무리 고수라도 운빨안되면 절대못깨는 게임이라는게 납득이 된다고 생각하나?
노멀모드는 어떻게든 조합짜면 되는느낌인데 이좆같은 단계에 그냥 파워레벨링만 쳐끼워넣고
뭐 있는것처럼 10단계씨발ㅋㅋ
해보고 시발 아니다싶으면 업데이트를 쳐하지말든지 존나 불쾌한게임 되어버렸네ㅋㅋ",131911254,18733,1675125216,14,1,True,False
내 손가락 죽어나가는 게임,131873008,1685,1675089303,0,0,True,False
마녀가 꼴림,131871518,11395,1675087542,0,0,True,False
"(제 개인적인 의견이니깐, '그냥 그렇게 생각하는구나' 라고 했으면 좋겠습니다.)
처음 글써보는데요.
스컬을 플레이하고 검은 거울 2단계까지는 꽤나 재미있게 플레이 했습니다.(검은 거울= 하드모드)
물론 방패병을 사용하긴 했지만 사무라이,다크팔라딘으로도 깼으니깐요.
근데 검은 거울 3단계 부터는 초대 용사 패턴이 좀... 역하다고 해야하나 싶더라고요. (물론 패턴 이 익숙해지면 되겠지 싶지만)
거지 같은 체력 도 문제지만, 흑화된 초대 용사 패턴 이후의 딜타이밍이 너무 없습니다.
체력 너프를 했다지만, 3단계를 아예 못깨고 있습니다.
물론 템운빨이 심한 게임이라 그렇다 쳐도
컨트롤,운빨,어려움 이 안따라가면 거의 못꺱니다. 노멀모드 말하는거 아니고요. 검은거울이 특히나요.
템 사기를 친 더블키리온 웨어울프 여도 초대용사 보스전에서 방심하다가 뚝배기 댕강 날 정도니.


요약: 노말모드, 루키 모드 는 재밌었다. 검은 거울 2단계까지 재미있었다.
하지만 저주가 추가되는 검은 거울3단계부터는 저주 운빨이 심하다.
(점수로 표현 하자면, 10점 만점에 7점)",131868783,5116,1675084259,0,0,True,False
이 겜 쉬워요 ^^ 검은 거울도 쉽고 재밌어요 ^^ 한 번 해보세요~,131861066,14447,1675072635,0,0,True,False
"한국 로그라이크 게임의 정수
",131856730,3648,1675065370,0,0,True,False
귀여운 다크소울,131856533,3229,1675065035,0,0,True,False
