rating,username,content
5.0,개구진 셀럽_24951,"마스터의 정교 한 음식손질과 신선한 재료의 맛의 향연
재료의 참맛을 끌어올려주는 식사 였어요
사진은 못찍었지만 맛은 최고였습니다"
4.7,로봇트 태권V,스시집에 실력은 장어 초밥에서 나오는데 장어초빕 살짝 아쉽네요 초밥이 아니라 마끼로 주시네요~ 어설푸게 초밥을 한거보다는 낳은데 초밥이 아니라 아쉽네요
5.0,기분좋은 식도락가_539,"이슬기 쉐프님
미국에서 온 친한 친구와 맛있는 음식, 최고의 서비스로 잊지 못할 시간 보내게 해주셔서 정말 감사드려요!^^
재방문의사 1000000%!!!
곧 또 좋은 사람과 방문하겠습니다
(신선한 재료, 최고의 솜씨, 편안한 공간 모든 것이 너무 좋았어요)"
4.5,예리한 식도락가_16499,"처음 점심을 먹으러 친구와 방문했습니다.전반적으로 만족스러웠으며 스시도 맛있었지만 요리들도 맛이 있어 다음에는 디너로 한번더 방문해보고 싶었으며.
셰프님이 친절하게 설명등 이야기를 해주셔서 즐거운 식사가 가능했습니다."
5.0,비케이정,"평소 코우지 쉐프님 팬으로써 팬심으로 방문했다가, 맛과 서비스에 더더욱 반하게 되었습니다. 단가가 더 올려도 될 정도로 모든면에서 만족도가 높았습니다.
* 와이프 생일이라고 했더니, 쉐프님께서 직접 케익과 이벤트를 준비해 주셔서 너무 고마웠습니다."
5.0,별명없쪄용,"역시는 역시였습니다
접객 맛 분위기 왜 하이앤드인지 몸소 보여주셨습니다
네타와 샤리가 항상 입안에서 정확히 함께 사라지는 마술
일반적인 오마카세와 뭐가 다른지 알려주셔서 감사합니다
또한 차완무시 먹을 때 오른손잡이 왼손잡이 체크하시면서
섬세하게 위치 바꿔주시고 표정변화를 보면서 양도 맞춰주시는 모습을 보고 접객이야말로 최상급 하이앤드라 느꼈습니다
즐겁고 고급스러운 경험이였습니다 감사합니다"
5.0,씩씩한 식객_3361,도착하자마자 여자쉐프님인거보고 살짝 실망했는데(전에 별로 안좋은 경험이…) 근데 이슬기 쉐프님 정말 친절하시면 센스만점에 너무 좋았어요.
4.8,리유!,"슬기 셰프님 너무 잘먹고 갑니다!
최근 먹었던 오마카세중 제일
제입에 찰떡🫶🏻
다음에 친구들이랑 또 올게요 !
좋은 저녁 감사합니다"
5.0,Ebang,"음식에대한 설명도 잘해주시고 너무너무 친절하시며 분위기도 좋았습니다
음식 맛은 당연히 최고였습니다
좋은 추억 만들어주셔서 감사합니다~"
5.0,성공한 셀럽_76222,"개인사정으로 많이 늦었는데도 친절히 응대해주시고 좋은 서비스를 제공해주셨어요.
맛은 의심하지 마세요, 새로운 세계가 펼쳐집니다 ㅎㅎ"
5.0,여유로운 미식가_44255,"얼른먹어야해서 사진은 없습니다만, 편안한식사를만들어주셔서 아주특별한날 더없이행복했습니다. ""박 지 환"" 쉐프님 정말 잘 먹었습니다"
5.0,million,"주말디너로 갔는데 엄청 배부르게 기분 좋게 나왔어요
코우지님은 안계셨는데 다음에 꼭 뵙고싶네요
그런데 정용관 셰프님, 너무 친절하시고 하나하나 설명해주시고
맛있게 잘 먹었습니다🫶🏻
마지막까지 깔끔한 마무리라서 더 좋았어요 :)"
5.0,강구찌,"생일기념으로 방문해서
이슬기쉐프님께서 만들어주시는 음식
너무 맛있게 먹고 왔습니다.
다음에는 가족들과 재방문할생각이에요~"
5.0,로디쀼,"진짜 너무너무 맛있었어요!
좋은 경험과 좋은 추억으로 남을거같고 맛또한 못잊을맛입니다!! 기회가 된다면 다시 꼭 방문할게요!"
5.0,활기찬 식객_94775,"여자친구와 1000일 기념 식사로 함께 다녀왔는데, 만족도가 높았어요 ㅎ 재방문 의사 있습니다 우니랑 참돔스시가 맛있네요"
4.7,김행수.송파,"각각 메뉴마다 느낌이 오게 산지. 드는방법. 독특한 묘미등 설명이 넘 좋아요.
특히 쉐프께서 한국어 실력은 고수지만 대한민국 곳곳및 풍습까지 많이 아시네요
또한 부모님 찾아뵈야 한다는 그얘기는 맘에 닿았어요.
최고^^"
5.0,게인즈빌,"정용관 쉐프님과 함께 했습니다. 말씀도 과하지않게 잘하시고 재료 설명을 잘해주시니 더욱 맛을 느낄수 있었습니다. 밥알도 적당히 쥐어주셔서 맛있었어요. 솜씨가 좋으셨고 마음씨가 좋으신 분같아 더 좋았습니다. 스시는 뭐 하나 빠지는것없이 모두 감탄스러웠습니다. 4식구가 가서 가장 맛있는것이 무어냐 물었을때 각자 달랐던것은 그만큼 모두 맛있었다는 증거겠죠.
가족끼리 휴가 첫날 첫끼를 너무 멋지게 해주신 셰프님께 감사드립니다.
그리고 옆에서 서브해주시던 분들도 훌륭하셨습니다. 역시 유명 오마카세에 명성이 진실이였네요. 물론 다시 방문하고 싶습니다."
5.0,유명한 맛사냥꾼_19677,좋았습니다 서비스도 맛도 훌륭했어요 다만 자리가 어떤 순서로 배치되는지 모르겠지만 너무 구석 자리라 조금 불편했어요.
5.0,숯불돼지왕갈비,기대한것 이상의 맛과 분위기입니다. 초밥 하나하나 생각한것 이상으로 맛있고 고민하시고있다면 무조건 추천합니다!!
5.0,칼론,"오래만에 서울 여행하는데 맛있는 초밥을 먹어 기분이 좋네요 ㅎㅎ
이번 초밥의 하이라이트는 전갱이 형제 였네요 !!! 특히 줄무늬 전갱이 초밥 !!

정용관 쉐프님이 맡으셨는데 알차게 배 터질 만큼 주셔 감사합니다!"
5.0,간지석,"크리스마스 기념으로 방문하였는데, 기대 이상으로 맛있었습니다! (정용관 셰프님)
다음번에도 또 방문하겠습니다."
5.0,서진원,부모님 결혼기념일이라 예약해드렸는데 너무 맛있거 분위기도 좋다고 만족하셨어요. 잘해주셔서 감사합니다.
5.0,유경원,셰프님도 친절하시고 맛도 너무 맛있게 먹어서 가격대가 있어도 꼭 다시 가고 싶은 생각이 들었습니다!
5.0,두고니,코우지상말고 다른분에게 니기리를 받앗는데 츠마미랑 니기리 둘다 좋고 네타도 싱싱하고 상태가 좋네요
5.0,Teemon,오마카세 너무 맛있게 먹었습니다. 디너도 방문해서 먹어 보고 싶어요. 맛있는 음식 감사합니다
5.0,마이야르스테이크,"항상 가면 너무 맛있고 좋은 경험과 좋은 기억으로 추억만들어가는거같아요
스시코우지 짱"
5.0,도리toss,"정말 좋은 식사였습니다.
이슬기 셰프님이 실력도 응대도 잘하신다는 거는 익히 들었지만 식사 내내 정말 즐거웠네요.
샤리를 중요하게 생각하는 편인데
슴슴보다 살짝 센 간에 질리지 않는 맛을 찾아 해메었는데 딱 정확하게 제가 원한 간이었습니다.
단맛보다 짠 맛이 세면서 식초의 발란스가 꽤 좋아요
이런 맛일 수록 은근 질리기 쉬운데 먹을 수록 맛있는 샤리였네요.
맛있고 행복한 식사였습니다."
5.0,온화한 식객_23368,너무 친절하시고 쉐프님도 재치 있으시고 음식도 맛있었습니다. 좋은시간 보내고 갑니다
5.0,구희광,와이프가 가장 좋아하는 스시집입니다. 다른곳 안가고 코우지만 오고 싶다고 하네요.
5.0,조용한 맛사냥꾼_42038,"재료가 최상급이라 맛도 황홀하네요
생일이라고 했더니 더 잘챙겨주셔서 너무 기분좋게 식사하고왔네요ㅎㅎ 계절마다 한번씩 오라고 하시는데 돈 많이 벌어야겠습니다^^~"
5.0,특별한 맛사냥꾼_41345,"역시. 명성만큼 훌륭합니다. 이슬기 쉐프님 즐겁고, 행복한 시간 감사합니다."
5.0,우포악어,여기 스시를 먹으면 다른데 못가요 너무 맛있고 배불러요. 너무 맛있어요~!
5.0,발랄한 셀럽_90788,이슬기 쉐프님 덕분에 즐거운 기념일 식사했습니다. 정말 맛있습니다!
5.0,주니꼬007,"음식이 너무 맛있고 셰프님도 친절하셔요
즐거운 식사가 됬습니다"
5.0,오에옹,"매 코스마다 감동을 받았습니다.
먹던 오마카세 중 손에 꼽아요."
5.0,건강한 맛사냥꾼_83526,스시코우지 덕분에 즐거운 크리스마스 추억 만들어서 좋았습니당😀
5.0,남경아님,"우선 코우지 쉐프님께 무한 감사드립닌다.
친정엄마와 스시코우지 두번째 방문입니다.
요즘 식사를 잘 못하시던 엄마였는데 어쩌나 잘 드시던지...깜짝 놀랐습니다. 코우지 쉐프님은 식사 내내 화기애애하게 분위기를 만들어 주셨고 음식은 뭐 말해뭐해! 전부 최고였습니다. 중간 중간 환기도 신경써주시는 섬세함. 덕분에 첫메뉴부터 마지막 메뉴까지 행복하고 귀한 한끼를 경헝했습니다.
엄마께 오랫만에 과식하셨으니 꼭 걸으며 소화시키고 가시라고 살갑게 인사해주시는 모습이 선하네요!
감사합니다♡♡♡"
5.0,트로이기사,쉐프님 포함 종업원분들 서비스 좋구요 음식도 맛있었습니다.
5.0,온화한 미식가_85922,음식 맛있고 코지세프님 친절한 설명도 좋았어요 감사합니다~
5.0,brot,"코우지 쉐프님덕에 즐거운 식사였습니다.

꼬다리는 사랑이쥬"
5.0,ahb,"결혼기념일 1주년으로 방문히였고,
코우지 셰프님의 재미난 입담으로
편안하고 즐겁게 식사하였습니다
구성도 좋고, 배도 엄청 부르네요
최고입니다!!!"
5.0,기분좋은 맛사냥꾼_493,메인세프님의 유머와 맛있는 음식. 분위기 모두 완벽했어요
5.0,뵤링,양이 진짜 많은데 배부른정도 물어보면서 조절해서 주십니다 ㅎㅎ 너무 많아서 전 남겼네요.. 서비스도 좋고 음식도 다양하며 맛있어요!
4.7,바권서,음식도 맛있고 코우지 셰프님과 직원분들이 센스가 넘침
5.0,판교의등불,생일마다 방문하는 최고의 오마카세에요 항상 감동입니다
5.0,꿀돼지제인,"크리스마스디너로방문했고, 크리스마스시즌이다보니 스페셜메뉴로 가격대가 좀더 있었지만 전혀 아깝지않을만큼 최고의 코스였습니다^^ 하나하나 다 너무 맛있었어요~감동적인 맛!
밥양도 중간중간 체크해주시고, 사진찍을 타이밍도 잘 잡아주시고, 마지막에 산타이벤트까지, 세심한 서비스도 너무 기분좋았어요~ 이전후 더 넓어지고 주차도 편해서 더 좋은거같아요~"
5.0,배김동,셰프님 너무 친절하고 맛있게 잘 먹었습니다 ^_^
5.0,재능있는 식도락가_18124,"너무너무너무너무
좋은시간이였습니다!!!!
또갈게요"
4.2,이거맞아,이슬기 셰프님 덕분에 맛있게 먹고 왔어요!!!
5.0,고독한 셀럽_69635,"즐거운 시간 보냈어요
음식도 서비스도 만족입니다"
5.0,흥미로운 개척가_40626,음식이 맛 있었습니다 또 올것 같네여 감사합니다
5.0,최베리,너무맛있었고 친절하십니다 좋은 추억이 될듯해여
5.0,92._.1111,분위기도 너무 좋고 재밌는 시간 보냈습니다~~
5.0,제이이이,"스시 코우지 역시 기대하고 갔지만 역시 였다!!
쉐프님도 재미 있으시고 음식 퀄러티가 👍
새우랑 우니의 조합 내 최애스시 였는데 자본주의 맛이라고 ㅋ
기념일,생일 자주 있었음 좋겠다 자주가게~~
스시는 정말 👍 밥알은 280으로 해주세요!!"
5.0,쾌활한 식도락가_17232,이슬기 쉐프님 최고였어요♥︎ 너무 귀여우세요
5.0,호우아,스시도 스시인데 쉐프님 유우머가 맛집입니다
5.0,양념은맛집의기준,눈과 입으로만 즐기는 공간이 아닌 셰프님의 입담에 귀까지 즐거웠던 공간 누구에게나 추천해주고 싶은 공간 배부르고 맛있는건 덤♡
5.0,줄리1203,코우지상의 재치있는 입담과 최고의 스시야
5.0,원탱,정말 좋은 시간 보냈습니다! 감사합니다.
5.0,행복한 마스터_19637,서비스 맛 쉐프님의 설명도 모두 굿입니다
5.0,밝은 식도락가_46332,"슬기님이 친절하십니다
맛도 좋았어요"
5.0,Jay Kim 98,항상 최고의 스시를 제공해 주셔서 감사
5.0,아스코,접객 태도 디테일이 역시 수준급입니다.
5.0,Steve J.Huh,말할 필요 없는 울트라 맛집입니다!!
5.0,Hwangseomi,등푸른생선 못먹는 제게 배려 해주신 독도 새우입니다. 스시조만 방문해왔는데 이곳도 앞으로 추가될예정이예요 잘먹고갑니다
5.0,조용한 맛사냥꾼_32422,항상 그렇듯 너무 풍미있고 좋네요
4.8,솔직한 맛사냥꾼_31449,"가격이 비싼만큼 맛있는 곳이네요
배부르지만 하나라도 놓칠 수 없어요
하나하나 입에서 녹습니다:-)"
5.0,남다른 미식가_79028,친절하고 맛있는 식사였습니다!
5.0,경쾌한 맛사냥꾼_9065,잊지못할 추억을 만들어주셨어요
5.0,GZD,맛 분위기 모두 너무좋았습니다
5.0,Tees,또 한번 부산에서 오겠습니다
5.0,남당,너무 즐겁게 잘먹었습니다!!
5.0,small enjoy,맛있게 잘 먹고 왔어요 ㅎㅎ
5.0,Jutei,너무 맛있게 잘먹었습니다
3.8,Fa1012,아 또먹고싶네요
5.0,레따아,"유쾌한 코우지 쉐프님 디너는 참지못해🫶🏻
코스구성 하나하나 너무 정갈하게 잘나오고 쉐프님 입담에 시간가는줄 모르고 먹었던 시간이었어요❣️ 1부로 방문했는데 너무 아쉬워서 다음엔 2부로 방문할 예정입니다! 올해 가기전에 한 번 더 와야겠어요.
다른 쉐프님들도 너무 친절하셔서 연말에 추천드립니다😚💖"
5.0,위트있는 개척가_7934,"아들과 행복한 추억 많들 수 있게
유쾌하신 코우지셰프님께 고맙네요
맛은 말모말모~"
5.0,꿈꾸는 식도락가_96967,좋은시간 이었습니다!
5.0,꼼꼼한 식도락가_39786,잘 놀다 왔어요^^
4.8,신나는 마스터_481,쉐프님이 유쾌하심
5.0,루이방울,"박지환 Chef님 올해 먹은 일식중 가장 베스트 최고의 한끼 식사였습니다.
재방문의사 100프로"
4.3,고독한 식객_98246,접객 최고. 양도 좋고 맛도 국내 스시 오마카세중 상위권이라 생각 합니다
5.0,toomyhan,잘먹었습니다
5.0,symbi****,좋았습니다
5.0,황금엉덩이,개맛있음
5.0,번듯한호랑이,역대급 고등어와 함께 오늘도 스시정용관 하고 갑니다. 새해 복 많이 받으세요~~
5.0,인기많은 미식가_99487,굿
4.7,bxdxul,"코스 구성이랑 퀄리티는 완벽
근데 좌석 간격이 살쩍 아쉬웠어요 ㅠㅠ

그래도 스시코우지 배터질만큼 알차서 양 많으신분들 가기 좋을 듯 합니다 ㅎㅎ 저는 샤리 좀 적게 부탁드렸어요"
5.0,미식가 리카,알찬구성과 최고의 접객으로 너무 즐겁게 식사하고 왔습니다
5.0,기분좋은 식도락가_62831,
5.0,그랑그랑,
5.0,코토,
5.0,김건우344,
5.0,건강한 개척가_98615,
5.0,기분좋은 맛사냥꾼_65344,분위기 맛 메뉴 구성 서비스 뭐 하나 빠지는게 없네요
5.0,Wayne.Y,역시나 최고의 명성답게 구성과 맛 그리고 퀄리티까지 모든게 훌륭했습니다.
4.3,Stay2714,"오감이 만족스러웠던 곳이에요.
쉐프님을 지정 할 수 있다고(쉽지 않다고도)들었었는데 전 그냥 가 보았는데 다음에도 그냥 갈것 같아요.
스시코우지는 기본적인 탄탄한 틀이 있고 그안에서 각 쉐프들의 개성있는 접객의 유쾌함을 느껴보는것도 즐거움 일것 같아요.
아주 살짝 아쉬웠던건 쉐프님이 시작이나 마지막에 본인이 누구인지 말씀해 주시면 좋을것 같아요.
그래야 라이징 스타(?)가 되어 주실 쉐프님을 기억 할텐데 그부분이 아주 미약하게 아쉬웠어요^^"
5.0,뚀여닣,셰프님 너무 유쾌하시고 덕분에 너무 특별한 생일 보냈습니다🥳🎂 런치로 갔는데 다음에는 꼭 디너로 방문하고 싶어요~ 너무 만족스러운 식사였고 마지막 디저트까지 한 톨 남김 없이 싹싹 긁어먹을 만큼 너무 만족스러운 식사였습니다😃
5.0,고유로드,"셰프님이 너무 좋으시고 런치 가성비가 좋네요!
또 방문할거 같아요~!"
5.0,Breano,"모든메뉴가 굿!!
쉐프님 귀가 밝으셔서 세세한 부분도 놓치지 않습니다"
5.0,그라티,크리스마스 기념으로 방문했는데 너무너무너무 맛있었고 배가 터지기 직전까지 챙겨주신 산타 코우지 쉐프님 접객까지 너무 완벽했습니다 기회가 된다면 꼭 다시 방문하고 싶어요!
5.0,따뜻한 셀럽_227,정말 맛있게 정성을 다해서 만들어 주시는데 담에 또 뵙겠습니다.
5.0,쿤자,최고의 스시. 마스터피스!!!!!!!!!
5.0,chef jo,"주관적인평점5/5
와이프가 이번 휴가에서 제일 만족한 레스토랑.
태산같은 ""이슬기""셰프님 덕분에 세심하면서도 상냥한 배려로 편안한 식사 시간을 가질 수 있었습니다."
5.0,미식하는 술쟁이,"웃음이 가득한곳 즐거운 웃음만발이지만
가볍지 않은 하이앤드 스시야

올해 첫 스시코우지!
첫 코우지는 역시나 나카무라상의 접객으로..!
역시 접객이나 샤리 풀어짐 온도감 모두다좋다.
항상 느끼는거지만 코우지 계열은 온도감이 좋은편
술을 즐기는 사람으로서 코스간 음식들 대부분 기분좋은 온도를 선사한다.

차완무시
온도감좋다. 감칠맛과 연한단맛 그리고 향긋함의 조화는 스타터로 아주 훌륭하다

자연산 광어
흙맛이 살짝 아쉽다. 그걸 제외하면 두깨도 괜찮았고 산뜻

메지마구로
참치내장
어린참치의 부족할만한 맛을 내장이 감싼다. 살짝 보리된장느낌이라 감칠맛도 좋고 묵직함이 있어서 훌륭했다.

도화새우머리
맥주를 부르는 맛 살짝 산미좋은 소스가 곁들여져 있었던

관자와 우니크림
관자의 온도감이 좋아서 좋았던 피스

갈치구이
거의 5미는 되어보이는 큰사이즈의 갈치 너무 담백하면서 기름기도 훌륭했던 츠마미 맥주로 입가심하기 최고

무늬오징어와 노른자소스, 이쿠라
진한 소스와 연한단맛의 오징어 그리고 너무짜지않아 좋았던 이쿠라까지

전복과 게우소스
역시나 온도감이 좋은 전복
게우는 비린맛없이 깔끔했고 샤리와 함께하는 게우소스는 늘 좋은 조합이다.

츠마미가 마무리되는 타이밍에 딱좋게 나온 스이모노
다만 이날은 스이모노 온도감은 조금 아쉬웠다.

스시시작

오토로
시작부터 강렬하게 오토로로 시작 강한 기름기와 딱좋은 산미의 좋았던 피스

참돔뱃살
식감이 좋은 네타
샤리가 너무좋다. 소금간과 초가 딱 취향인 정도

아카미
이날 첫번째 베스트 산도가 좋았던 피스

단새우 우니
4월의 우니는 살짝 아쉽지만 이날 만난 우니는 나쁘지않았다.

장어구이
온도감 최고
부드럽고 너무 달지않으며 손질에 공을 들였다.

아지
기름짐은 아쉽지만 산도가 좋다

게
달고 갑각류의 뉘양스는 와인과 페어하기 정말 좋다

대구와 마
부드러운 대구살과 마의 조화는 처음이였는데
마를 싫어하는편임에도 깔끔하게 먹은 디쉬

시마아지
서걱거리는 식감이 좋았던, 약간의 아부리느낌

참치마끼
혀위에 당장느껴지는 만족감으론 단연 최고의 피스

금태
코우지상 특제 밥버거라고 즐거움을 주셧던 피스
금태는 이날 베스트 사실 기름짐은 조금 없었음에도 그냥 금태를 먹는 그순간이 가장 즐겁고 좋았다.

계란덮밥
너무 배가불러도 안키모까지 주셔서 안먹을수 없던 디쉬

우동
깔끔한 스프로 마무리하기 좋다.

교꾸
온도감있는 교꾸를 기대햇지만 아쉬웠다
질감이나 단맛은 너무 좋았던

앵콜 시마아지
네타만 부탁드려서 마무리한 시마아지 좋았다.

디져트아이스
딸기아이스와 토카이의 페어링은 그저 완벽

오늘도 즐거운 미식"
5.0,깐키큐,초가 처음에는 조금 쎈 느낌이였는데 안정되고 난 후 참치 한 피스는 인생 한 피스 였습니다 ㅠㅠ 셰프님이 더 챙겨주셔서 정말 배부르고 맛있는 시간 보냈습니다🥹
5.0,준프로,"언제나 훌륭한 정용관 부장님의 접객
여름에 또 방문하겠습니다"
5.0,준프로,"샤리 네타 모두 흠잡을 곳이 없다
정용관 부장님은 사랑입니다"
5.0,새로운 식도락가_53554,이슬기 쉐프님이셨는데 친절하시고 잘 알려주셨어요 감사합니다
5.0,예리한 미식가_30492,"회식으로 방문했습니다
제가 방문해 본 하이엔드 오마 카세 중에 정말 최고입니다
디너 60만원대 일본 키요타 보다 저는 이곳이 더 마음에 들었어요

코우지쉐프님의 재미있는 입담과 부담스럽지 않은 응대가 너무 좋았고
음식 하나하나 부족한 곳 없이 맛있었습니다
함께 방문한 팀원들 모두 이번 회식 최고였다며 극찬는 다음에 또 방문 할게요. 너무 감사합니다.

특히나 쑥 아이스크림 절대 단종 아니되옵니다"
5.0,돼슬,짱만족! 넘 맛있게 잘먹었습니다~~~ 또 가고싶어요
5.0,S113,가격은 비쌌지만 서비스나 음식의 맛은 최고였습니다
4.8,은정이 남편,"크리스마스에 여자친구랑 다녀왔습니다!!
선보이신 음식은 당연 훌륭하시고...특유의 쇼맨쉽으로 편안한 분위기에 즐겁고 따뜻한 시간이 아닐수가 없었네요 ㅎ
재료도 아끼시지 않으시고 디너로 잊혀지지 않는 시간을 안고 갈수 있어 좋았습니다!"
5.0,인생은술,"1년만에 재방문했는데 여전히 좋았습니다. 셰프님의 여유넘치는 접객, 다채로운 음식들, 맛 다 좋았습니다. 누구에게나 추천이 가능한 맛집!!"
5.0,암행먹사,감사히 잘 먹었습니다! 또 방문 할께요!
5.0,건강한 개척가_97414,기념일을 특별하게 보내고싶어 며칠동안 인터넷을 검색하고 검색하였는데요! 너무 추천한다는 글에 예약하였어요~음식도 너무 맛있고 음식하나하나 정성을 가득넣어주시는 것이 느껴졌습니다🙂 요리하시는게 꼭 공연을 보는것 같아서 넋놓고 보았네요ㅎㅎ 기념일마다 오고싶을정도에요ㅎㅎ 특별한 시간으로 만들어주셔서 감사합니다~~ 틈틈히 부족한것은 없는지 봐주시기도해서 너무 편안한 시간을 보냈습니다🙂
4.7,청사또롱,서비스가 너무좋고 메뉴구성도 좋아요!
5.0,최현기,정용관셰프님 너무 잘먹었습니다!
5.0,팔도닉,가성비나퀄리티면에서대한민국최고
5.0,귀귀짱,"정말 너무너무 맛있게 잘 먹었어요
삼치 김밥 느무맛있고 우니도 ㅠㅠ 우동도 암튼 다 최고최고!!
담에 또 가고싶어용!"
5.0,짜오짜오짜,맛잇엇어요. 적당하네요.
5.0,소담sodam,"런치 인데도 디너 같았던 알찬 구성에 오랜만에 먹는 정말 맛있는 런치였어요
너무 유쾌했던 정용관 셰프님 감사해요💗"
4.8,스시죠아히히,"역시 하이엔드는 하이엔드다

원물이 너무 좋은데다가 완벽한 숙성도와 쉐프님의 스시 쥐는 퍼포먼스까지 눈도 입도 즐거운 식사였습니다🥰
원래는 간이 쎈 샤리를 선호하는데 이곳의 완벽한 네타는 오히려 간이 슴슴해서 생선 자체의 맛을 더 즐길 수 있었어요
등푸른 생선이 전혀 비리지않아서 너무 좋았고
음식 하나하나 예술이였습니다
마지막 디저트까지 정말 맛있게 먹었습니다
다만, 원래 입맛이 짜게 먹는 스타일이라 완벽히 제 취향은 아니였지만
스시를 좋아하는 사람이라면 꼭 방문해봐야할 스시야라고 생각합니다💗

서비스까지 훌륭해서 정말 기분 좋은 식사였습니다🥰🥰"
5.0,발랄한 셀럽_10929,친절하시고 맛있었어요
5.0,청담동꿀주먹,코우지상 최고
5.0,같은꿈을꾸다,"스시코우지에 방문했다. 여기 오면 코우지 셰프가 나오는 줄 알았으나…저녁 6시에는 정용관 셰프님이라고 하더라.
물론 들어오다가 코우지 셰프를 보긴 했다 ㅋ
계란찜에 새우를 구워 넣고 새콤한 소스가 있었는데 인상적이었다
사시미들도 괜찮았고…스시도 좋았다. 흰살생선인 도미도 기억에 남는다. 아지나 시마아지 좋았고 청어는 아쉬웠다. 개인적으로 등푸른 생선의 기분좋은 비린내가 있는 걸 선호하는지라.
지금 시기가 우니가 맛있다고 하더라. 정말 깔끔한 맛! 처제가 우니 좋아하는데…추천해야겠다
그리고 샤리도 맘에 들더라. 알알이 잘 느껴지고 초나 간도 내맘에 들더라.
여섯명 자리였는데…두 커플은 결혼 기념일, 나와 아내는 내 생일이라 왔다. 세 커플이 모두 의미있는 날이라니…이런 경험도 처음이었다.
셰프님 응대나 직원들의 응대 모두 좋았다.
코우지 셰프님이 아니라고 해도…스시 코우지는 충분히 갈 만하다고 생각한다^^"
5.0,woonimom,"저녁으로 갔는데 너무 먹다 지쳐서 마지막엔 사진도 없음..
스시 제대로 먹겠다 하시면 코우지로 고고!!"
5.0,지알리,"가격이 전혀 아깝지 않아요 분위기 맛, 서비스 모두 훌륭하고 재방문 의사 200퍼센트 입니다 코우지 셰프님 덕분에 너무 맛있고 즐거운 식사를 했어요 방문 해본 스시야 중에 최고였어요 감사합니다"
5.0,최고의 맛사냥꾼_37777,최고입니다!
5.0,서초동김정일,존맛탱💛💛💛💛나오자마자 내입으로들어가서 스시는못찍었다 🍣👍👍👍👍👍
5.0,정직한 식도락가_54603,"너무나 훌륭한 식사였습니다!! 셰프님의 재료에 대한 설명과 손님들에 대한 배려가 정말 돋보였어요. 맛은 말할 것도 없구요! 정말 기분좋은 식사였어요~ 직원분들도 넘 친절하셨어요. 다만, 어떤 여성 홀직원분 중 1분이 차 종류를 물어보거나 결제 관련 문의를 했을때, 대응이 조금 매끄럽지 않다는 느낌을 받았습니다ㅠㅠ그점 신경써주시면 좋겠어요."
5.0,창 원,이슬기 셰프님께서 너무 나도 맛있는 음식을 해주셔서 감사했습니다 오늘 500일도 축하해주시고 다음 1000일때 다시 오도록 하겠습믿다아
5.0,테오아빠,너무 좋은 시간 보냈습니다^^ 다음에 또 방문하고 싶어요. 알찬구성과 맛있는 음식으로 최고의 날이였습니다 다음에 디너로 방문할게요
5.0,sjm1231,나오는 스시 코스 하나하나 놓치고 싶지 않은 맛이에요~~ 언제 가도 코우지쉐프님 유쾌하시고 힐링하는 곳입니다! 또 갈게요~~~
5.0,개구진 식도락가_51803,가리비우니크림이 입에서 녹아버렸어용♥
5.0,율리예스,"정말 맛있는음식으로 행복함을 느끼고갑니다~
오늘은 일생일대 제일 행복한날이네요 예약해준
남편과 사이가 1000%좋아졌답니다 ㅋㅋㅋㅋㅋ
일생일대 행복을 느끼고싶다면 추천합니다
집으로돌아가는 노래마저 기분좋게들리네요
최~~고🫡❤️ 맛으로 행복을 주셔감사해요
오래오래 해주세요 딸데리고 꼭 오는날이 오길!"
5.0,개구진 맛사냥꾼_16233,"진짜 재밌고 친절하고 분위기도 좋고 계속 뒤에서 챙겨주시고 너무 좋았습니다 먹을때마다 하나하나씩 설명 다 해주시고 장난도 쳐주시고 즐거운 데이트
시간이 되어서 기쁘네요😆
배부르게 맛있게 먹었습니다 코우지님 구독자인데 만나서 정말 좋았습니다 뜻깊은 하루가 되어서 좋습니다
다음에도 방문하겠습니다ㅎㅎ"
5.0,큐쿠카카카캬,명불허전
5.0,고추장에빠진동키,분위기 일단 아주 고급지고 편합니다. 쉐프님 너무 분위기 재밌게 해주시고요 맛도 역시나 최고에요
5.0,SUMN_,"맛부터 접객 분위기 그리고 넘치는 양까지 뭐 하나 부족한 점 없는 완벽한 한 끼였습니다.. 혹시나 오실 생각이시라면, 조금 더 저렴한 오마카세 업장들을 경험해보시면서 데이터를 쌓은 후에 오시면 좋을 것 같습니다. 여길 맛본 순간 이제 밑으로는 못 내려가거든요... 큰일났네요 이제 ㅋㅋㅋㅋ"
5.0,오클리먼,청결하고 편안한 분위기에서 너무 행복한 식사였습니다 다음에도 다시 꼭 찾고싶은 장소에요🤗
5.0,송민애,"정말가고싶었던스시코우지
기대만큼 너무 훌륭한 식사를했어요👍🏻
말이 필요없이 최고예요"
5.0,성공한 맛사냥꾼_87423,"분위기부터 너무 좋았어요.
메인 셰프님의 센스와 재치있는 말로 시간 가는줄 모르고 밥을 먹었어요!! :)
퍼포먼스도 너무 멋있었고 또 가고 싶은 곳이에요!!

또 특별한 날이 있는 손님들 중에 한분 뽑아서 더 특별하게 만들어주시는 작은 이벤트도 코너 속 코너처럼 웃으면서 보냈어요."
5.0,피네스 Finesse,"늘 믿고 먹는 코우지 🫶🏻

맛있게 잘 먹었습니다!
기념일에 또 갈게요 🫶🏻"
